"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","C"
"8096",314.45312,133.63929,4132.55423,19.17105,0.70633,10.17659,71.52428,57.13484,226.308200109361,12.52505,286.30975,3493.28917,39.44552,0.29213,149.37124,36227.4129,16.15648,1298.62743,13.79934,62.8845,152.60508,19.83021,2657.59006,208.96176,33.88691,9.22029,14566.15151,121.4868,10.75239,25.34528,503.11206,80.72843,101.81409,30249.89473,4.01016,15.41727,-19.95579,-179.68622,105.98366,7.09384,12462.29102,2608.94714,-38.38363,165.26139,-0.0393723831546291,12.49845,0.18392,256.43893,284.05697,12.29964,"0"
"8097",411.71817,166.75782,8901.552,23.49209,0,0,46.58156,48.80398,246.45834,11.62312,293.78268,31850.4,37.51157,13.19287,87.67416,26389.878,8.20465,2175.5838,16.35155,23.50678,-26.27741,16.35155,2590.1979,151.44258,32.35838,-30.37152,9821.805,109.17939,11.32614,-31.93237,795.5769,53.31582,188.73432,11884.698,1.10797,16.91825,2.01508,-90.00084,78.06867,10.41728,11495.814,-2174.3832,39.10913,446.91921,0,21.49626,-25.15285,468.05529,111.04998,17.11828,"0"
"8100",333.41352,48.37935,8460.711,19.26942,0.28911,11.26135,60.45939,60.30814,208.07709,13.57741,276.10419,-38.30714,66.38552,1.10946,229.60992,87940.5,41.98836,714.5778,14.8408,31.19442,119.99031,23.99578,5793.309,350.87604,33.68463,14.50063,7107.483,110.5587,12.0583,35.02012,442.50321,95.71197,62.4214,32407.713,4.62947,19.98647,13.52676,-232.61004,108.04503,4.91528,11139.084,128.38002,26.54699,108.0333,0.09637,11.23858,29.84312,217.88199,234.65589,18.26609,"0"
"8101",393.81795,142.02323,8696.48171,18.6837,-0.14084,0.82879,39.48883,54.62922,243.48822,5.61425,310.09661,10015.68247,-27.67593,43.12562,115.09577,33741.30189,14.60653,465.01313,17.90938,35.18841,-117.54957,18.01964,4084.40561,149.75379,33.36318,-87.58447,9730.0753,108.50292,9.0276,-11.74373,511.11715,76.32974,138.19899,23485.11305,6.25146,18.62191,-18.58522,-121.06045,93.4752,10.42754,10870.53664,-1325.33387,-11.10491,777.48234,0.0860191836750627,13.55623,-33.30651,240.05968,124.18057,12.4524214941289,"0"
"8102",414.10018,119.73998,5991.85325,17.26222,-1.07818,10.70334,56.91355,54.04744,246.98388,13.31894,310.91878,16612.23438,27.99672,56.74517,109.8488,41757.13859,15.16405,1168.45463,16.85122,33.26408,-135.74607,23.34827,2943.23687,204.802911040492,30.14845,-362.39198,6868.35271,101.30264,10.45217,-35.71834,508.71594,33.66064,57.99644,21112.78315,3.00686,20.94392,42.58527,-219.33848,65.49035,5.65307,12144.20248,-2380.40576,-0.11253,1112.18828,0.322530280729345,12.47372,-76.32622,161.10115,-0.75855,10.52649,"0"
"8103",303.90153,83.88468,119.1354,14.9879,1.21053,16.98345,72.13743,54.41381,239.76534,10.82279,311.93106,15218.226,-46.441,31.49305,141.15261,59566.389,27.77912,648.25017,19.47849,95.25657,-17.2175,19.25838,6978.729,255.08817,33.32314,8.85746,940.1526,109.572,9.9625,21.90874,495.97752,99.36069,51.84039,20791.425,7.58372,27.01226,41.61148,-204.2331,86.01333,9.53559,10471.026,-344.70054,29.90853,300.60126,0,10.22966,3.00432,168.1392,199.08984,14.18433,"1"
"8105",429.9942,69.39054,5580.1749,28.07079,0.55825,4.68329,64.50603,51.16046,253.72542,12.61203,280.62438,18420.516,-27.31434,0,221.06082,96382.65,15.67045,2680.1601,15.40777,-34.1766,541.89978,12.28159,151.34253,158.81661,34.03556,-91.70997,0,198.56958,35.8935074640168,210.4086,935.7228,-55.3616,37.63343,34325.016,0,11.96922,-86.25069,-280.39806,153.167254367855,0.25327,10184.676,-12134.961,-154.757155245017,209.96217,0.386794440833569,5.38597,-197.69328,147.06039,51.44764,7.80666,"0"
"8106",447.66234,147.25842,1007.538,11.65258,0.29487,0,37.98809,52.67667,258.81141,7.92651,303.96501,7137.429,12.83276,1.95654,155.68746,30514.698,9.05942,1398.8301,26.53844,31.63298,96.93948,20.34617,1415.9628,307.8573,22.41706,126.29208,4307.0076,75.88758,24.16221,-118.38606,433.0578,63.55687,85.61175,31165.023,1.19725,15.49271,313.29864,-198.43848,57.45492,4.38189,6031.8144,-2228.2929,359.92539,266.15301,0,6.7739,48.17263,271.6392,588.61623,18.82865,"0"
"8107",390.83946,27.65831,33029.265,22.49407,0.68588,0.12366,57.62314,54.36821,243.0525,10.78622,288.38619,22601.364,14.31377,43.79382,170.32167,125016.27,41.30167,4050.1689,16.04968,68.58131,-106.42698,17.83298,14024.112,140.40396,27.61346,-49.79378,25469.901,113.19795,8.80633,-0.1062,772.386,47.64008,136.19358,5948.0829,4.30022,18.35462,-14.96113,-129.86352,93.74202,10.51933,14510.562,-174.13944,-11.36547,290.34717,0.06859,21.28215,-65.4525,254.97225,37.6878,12.5057,"1"
"8108",333.70125,119.40864,9417.051,18.68734,0.14465,11.42516,45.45554,57.81793,234.32193,10.78442,288.31719,15414.186,49.02229,32.52191,138.66102,48947.427,19.06787,3083.1477,16.05658,54.42078,-9.38096,18.80505,2871.0486,190.87884,23.81121,-87.78111,10840.383,107.39298,9.36454,-37.82456,524.45451,60.65321,38.11946,26812.503,1.95033,26.95395,33.12911,-224.77923,72.04359,5.83409,9091.026,-2232.2673,77.85201,446.46864,0,13.47032,-2.53647,122.10171,83.12292,13.1661,"0"
"8110",267.35361,66.77896,5093.511,17.22419,0.39057,19.13336,68.54474,60.48057,231.46602,9.46273,289.45293,4795.5966,-14.67982,6.39391,187.00794,78730.38,39.00273,1964.0298,21.48115,50.55002,87.23394,22.2623,7225.611,220.33356,33.12014,51.86502,10508.355,91.7907,8.92412,-43.97598,379.77807,64.50948,119.74605,32596.911,7.25839,17.70009,126.40869,-122.41773,86.30727,6.85237,8211.483,231.3018,2.68587,283.94535,0,11.04814,-0.1751,75.44598,68.74277,11.91637,"1"
"8111",326.80746,67.51691,7606.215,18.66312,0,0,42.95885,53.49197,208.77399,9.10041,268.00911,-53.45982,8.79778,3.66952,151.78827,49179.474,22.17874,382.74231,16.04947,55.959,66.12539,22.74723,4517.7681,269.67891,28.76741,13.44444,10480.755,116.90739,8.76286,-13.95905,497.91573,111.8076,51.07863,28139.442,4.5571,22.47178,-5.45733,-220.75239,84.35181,6.95423,10453.569,-923.7099,67.02212,198.63651,0,12.55407,35.50906,335.30688,99.29997,21.59728,"1"
"8113",228.96063,21.97395,6941.262,19.43061,2.4344,13.83312,50.61647,63.48932,243.3216,10.32206,300.0603,8106.189,68.8758,34.53188,267.51369,214813.56,118.74555,1684.014,21.30099,26.50366,-98.44023,17.42119,15969.222,256.97394,33.7007,-83.63145,13291.47,77.53392,15.83164,-37.46914,354.77661,57.30678,102.62922,27126.453,6.70501,16.7432,184.68885,-171.04203,100.25907,4.44915,9913.092,-4265.3523,-23.88545,679.40643,0.403254172260288,11.08858,-42.46722,40.16676,7.79245,16.32575,"1"
"8114",314.24601,61.89652,3919.8762,20.12909,0.5557,15.21698,53.79164,55.99426,224.79993,11.08382,296.9139,14821.269,62.36041,12.10446,139.21164,65568.699,33.35577,743.1576,16.85636,65.61403,37.45265,21.95035,4501.1805,297.84885,34.18391,11.40667,7250.52,121.50141,10.88889,11.25342,551.57979,91.32978,34.57549,19787.682,2.87958,22.09408,-47.04751,-277.83333,94.65489,6.07058,12158.283,-1043.6733,-11.53432,200.51331,0,10.05903,25.48425,234.05904,42.34364,18.72439,"0"
"8115",317.38275,94.76184,15444.27,21.40346,0.17602,4.10301,99.92097,63.15246,233.65677,10.5394,287.16006,3597.0114,43.40969,6.09079,168.73398,60238.104,28.91666,4333.3035,17.25,21.19756,71.34531,31.6837,1982.4804,264.6771,33.95621,90.14022,8091.768,110.11641,17.7428,-104.94762,585.42015,51.06021,23.43281,31400.244,6.54885,20.359,-29.86941,-212.44617,64.91403,3.17779,7421.709,-2880.8949,140.22456,492.86976,0,7.94169,56.8275,100.43088,28.51204,13.69885,"0"
"8116",318.69996,62.37165,33979.188,16.37805,0.73404,0,80.72034,56.60077,232.36992,11.37003,298.73274,-0.4801,13.47273,17.18031,156.12837,61982.907,31.32393,313.94172,17.40732,98.44437,-1.73032,22.33585,5275.1466,260.52123,33.5607,23.96867,12.18975,102.89556,8.34169,-12.40468,502.54632,111.01893,49.23564,26065.992,8.41407,27.07049,53.6415,-191.57229,68.40591,7.47939,9160.164,-1599.5649,94.20501,215.75541,0,12.94385,21.49178,200.49123,77.68572,17.02623,"1"
"8118",256.08798,10.43763,24568.1132216441,20.13006,0.39364,0,77.46906,63.2621,189.90939,12.70042,254.79078,-57.8229,68.39508,10.98135,328.33029,231922.910653345,136.49097,1387.3623,13.04645,64.09955,66.83664,30.70417,20614.716,255.84372,33.64723,11.47022,1850.8836,101.52384,11.59041,17.93676,616.48464,88.79265,20.46174,20915.625,6.86238,22.62075,-7.68591,-302.69265,98.04831,6.16671,12581.529,-1053.1815,-3.23424,65.36708,0.1687,13.80235,29.67849,181.43136,-18.98363,15.27715,"1"
"8119",342.99348,189.37464,2071.8906,24.84559,0,0,69.08211,57.23992,255.04401,10.71874,280.84518,-44.15683,29.48046,0.82315,162.61506,36588.354,14.87592,954.063,27.27908,66.25904,108.71088,27.27908,1584.9852,248.82228,24.35438,189.37878,5299.1103,84.30558,17.90557,-49.15574,414.47265,58.94891,39.77836,32523.012,6.4055,15.44675,30.33005,-202.19277,87.61206,5.71005,4563.1632,-2592.8199,122.70063,410.5569,0,10.58936,39.16564,124.05096,333.74127,20.48893,"0"
"8120",530.46786,104.52948,6353.6787,17.62702,0.86559,5.56256,116.27604,46.51628,282.1962,11.61546,320.49465,17081.847,9.66248,63.79071,105.58173,43816.38,16.46368,504.77226,16.32257,69.83007,-630.35364,19.04303,9353.709,114.42822,32.47188,-489.703531203443,272.88189,119.0388,6.76739,-25.69746,715.4196,54.53567,139.17507,12637.971,5.73895,20.04995,-34.97196,-125.95881,73.05513,13.72514,10282.587,-851.6463,69.75831,1387.4934,1.00956330534275,21.66524,-149.763342507602,263.68557,82.08033,13.73818,"0"
"8121",387.51987,164.74992,6859.4901,25.12152,0.38873,10.89013,43.02895,55.55576,235.05333,7.78396,307.83867,6634.9503,39.61876,16.18347,111.92214,33800.547,9.06336,6155.1657,16.13241,20.95233,-32.19726,16.13241,1348.1634,168.23097,23.67618,-52.56054,8245.569,112.98957,14.57784,-84.91071,697.2174,34.73626,81.05016,31256.241,6.70329,19.9697,66.7417,-121.02807,63.00652,5.20352,10591.983,-5181.1617,39.12569,474.08382,0,18.49973,-26.21517,444.27444,90.20577,13.35847,"0"
"8122",446.47209,141.69012,8431.662,21.29036,0,6.05427,38.1401,49.15118,245.58963,9.63854,282.48186,10671.816,-34.80567,12.4623,113.35596,31853.091,9.12477,2061.5199,18.30956,85.8981,-42.39036,18.64863,3125.5758,113.62161,24.04036,-17.14277,9103.86,109.49196,8.14241,-16.9326,769.695,43.24899,164.09856,26573.418,1.15754,15.0095,-2.36943,-106.69608,86.36661,11.79707,9619.29,-1183.4742,36.91052,311.44806,0,23.97778,-8.69352,465.56301,224.71368,17.89432,"0"
"8123",283.99227,49.99919,2006.1405,16.48327,0.0976,17.82739,80.86593,61.84291,215.17857,14.03605,282.09201,3127.5975,4.1197,11.49623,226.01571,88824.39,43.81645,1837.6218,14.34655,45.06487,-6.11174,23.61808,9430.851,200.68443,33.536,20.53274,5931.9162,104.13687,9.69926,26.49152,477.6318,81.99822,74.00733,31958.661,8.48714,20.01918,27.16571,-201.2247,88.22202,8.27234,9951.525,-43.22836,62.25304,294.48027,0,15.50354,-0.33523,155.35626,26.52319,15.72179,"1"
"8124",521.23152,161.33442,1824.3117,27.83708,0.19114,18.902,46.38532,55.38409,260.01201,12.43152,305.73072,8898.102,1.58237,59.04006,123.41271,33938.478,12.06279,7425.711,17.77564,80.81901,-198.50817,19.68701,2160.5142,113.86311,25.14429,-105.94536,8184.297,112.85985,6.97749,-100.80141,677.43579,37.4087,211.80447,30967.752,9.65117,22.22835,3.81952,-68.39922,70.82436,7.88139,8915.904,-1743.3264,225.32709,610.68312,0.19114,19.32973,-57.94579,213.3342,386.3379,15.09099,"0"
"8125",321.5814,52.62816,1663.935,20.28076,0.66529,17.85961,54.05363,56.83985,221.40168,9.32107,271.95315,2531.2167,53.64488,13.52876,161.78085,67947.819,27.45959,421.79907,15.68184,74.94297,63.00949,20.90907,5922.4701,207.91425,32.45422,0.58391,12551.79,118.01277,10.92532,29.69394,595.17744,85.56345,73.06341,29708.019,3.35868,17.29961,-10.54969,-200.52849,84.64092,6.76472,12935.085,1365.9033,29.22688,150.40206,0,14.95209,18.51236,349.7886,67.69293,19.29695,"0"
"8126",396.41604,229.18143,4535.4321,27.64989,0.25091,11.73559,38.31322,58.71817,228.4176,7.50603,274.34814,207.52647,-38.82975,2.42369,111.78897,26605.71,9.56423,1652.7363,18.06544,3.88225,74.10117,32.36728,1550.8785,207.56097,28.0939,132.80016,5219.9397,106.73541,16.67392,-83.97921,663.67788,58.23745,127.79421,30404.919,4.71347,14.72495,6.70085,-122.27007,79.80609,5.30652,7914.783,-4227.1953,94.80117,305.9322,0,13.27946,57.7708,228.83229,136.344,20.18857,"0"
"8127",241.67595,28.78908,24855.456,17.88942,0.85982,11.07036,93.76755,60.30034,223.66212,14.52415,286.11678,20064.993,65.95676,10.76883,193.78236,135066.12,85.04043,369.74961,18.41431,85.08597,37.09854,26.43928,13821.597,315.89028,32.85118,20.35058,356.16351,98.16423,10.41017,-1.57094,500.25069,104.7627,50.11781,16301.043,8.75962,26.38111,32.97779,-262.76235,80.15523,5.70058,9385.38,-1750.4058,36.11536,267.04449,0,10.32233,26.02846,49.69401,-11.88125,16.8095,"1"
"8128",477.01908,86.4915,7106.586,24.29794,0.69463,6.86703,50.72473,51.63077,257.39829,11.21595,294.79008,14556.24,-1.84529,6.80101,144.47427,59812.374,18.44715,1701.5745,23.84902,13.16499,-15.28861,22.34399,3709.578,234.50202,31.10403,47.82218,14298.111,136.9305,15.60911,-19.4689,772.9104,58.32818,93.40392,20447.253,2.99864,17.52034,-38.64545,-177.80886,111.43017,4.32039,12207.48,-3733.8246,-21.71568,262.78995,0,11.84778,41.49646,379.20261,360.20001,13.89294,"0"
"8129",348.1464,81.56628,8863.533,19.20808,0,9.66435,54.95367,58.53608,226.44282,7.77402,293.91378,13243.515,45.8634,23.43916,141.72117,57255.372,27.15812,1595.5698,17.01692,88.44351,-71.50815,20.28041,5120.7039,207.4485,27.7647,-0.8778,12905.277,111.96492,8.81689,-26.95885,536.25903,66.13381,87.03384,22239.804,5.71022,21.41829,-22.58839,-188.98962,67.79291,6.37269,11533.833,-3265.2594,21.26069,302.89482,0,15.56261,-13.24462,177.56184,107.86218,16.5313,"0"
"8130",351.347945675053,158.53,8411.12136,18.03548,5.00233,-0.59176,161.68622,55.74925,348.11211,26.28161,390.540243978593,19248.99121,44.92052,55.30531,101.34155,24652.21545,19.85006,654.57904,23.10569,72.1727,-280.26354,22.8065,1826.26768,314.9775,35.06459,-319.047594366305,3946.46217,75.06708,8.75459,-175.58909,329.39066,90.74087,106.29156,31630.43151,21.24824,34.2611,320.19877,-144.43143,40.44221,4.18898,4832.83627,-1913.86878,352.779089074352,1412.42252967461,0.952929190907907,7.72621,-20.3,47.26187,3.7254,14.26716,"0"
"8131",327.56022,88.04788,9414.73785,20.75717,0.20064,9.14101,52.43266,54.83706,228.85913,10.76075,297.96237,15304.45258,33.5588,10.01171,122.39697,48880.78034,25.51817,1376.81324,16.26918,44.86425,58.85656,20.99583,3567.82911,348.55515,26.43657,16.03975,7683.21471,117.53309,15.211,3.76219,480.5865,87.77716,27.93734,19260.17527,3.47183,20.09436,-9.82866,-218.003000802187,118.04986,5.33582,12216.37288,-1438.10066,-33.07401,185.01835,0.042230877774202,4.98081,19.6275,275.61799,25.63844,20.74702,"0"
"8132",321.90363,198.74208,6222.6201,17.85844,0,0,74.05425,55.20566,231.95454,13.05452,295.3062,-75.02646,-19.67549,2.28215,130.40241,27514.854,10.65463,186.71055,17.56361,98.38434,60.34188,24.04547,2322.7884,295.25721,32.13841,47.72744,283.14081,112.72116,9.96284,-10.27348,465.819,108.24996,55.2532,31757.319,7.66107,32.57359,41.89287,-194.10321,52.10294,7.25149,6817.9245,-1267.461,249.17142,312.9633,0,10.94933,40.45332,203.87361,243.80184,11.48926,"1"
"8133",266.04606,126.3666,6481.722,19.8887,0,4.50129,82.89039,57.86588,251.81412,17.99989,291.72993,9773.712,5.75512,13.66511,143.4855,40893.333,20.85401,1958.0406,21.5625,73.6092,25.36668,21.13125,1419.0609,285.88839,34.06316,38.47606,5300.3523,91.68306,12.51253,-77.87892,366.43761,56.52211,135.28002,28615.542,8.92894,24.0198,74.67249,-131.87004,58.92559,4.11839,6449.2368,-2790.084,127.51131,441.9726,0,8.36832,11.5348,81.32202,13.7753,15.62733,"0"
"8134",670.83042,111.2625,3782.2971,18.93346,1.02475,4.41456,132.4179,48.51797,294.29535,17.32907,298.92732,26832.996,-36.95806,21.87624,111.00237,34743.708,14.48213,693.7053,27.32676,66.64876,24.83096,16.05444,2958.0024,152.1657,16.15745,-53.96766,202.65507,102.98871,2.66232,-62.09158,579.86565,90.35481,287.66031,10674.507,7.74477,27.83163,154.18671,-37.46251,36.11826,7.72703,5558.6607,-1681.2126,166.66191,536.93592,0,13.91868,27.19656,287.11245,418.770809410098,22.51774,"0"
"8135",502.21129,186.75105,3172.43591,16.25129,2.37623,14.53963,71.84274,52.4064,277.72725,9.38055,305.55659,17542.57423,23.65835,64.06201,127.57756,34191.83765,9.66247,1169.35519,15.35197,36.21514,-586.98585,23.21012,9416.88597,99.92158,33.24272,-519.424268735999,3458.05637,98.59924,12.90361,-77.17493,638.59622,31.94939,157.69616,26918.6314346762,3.0571,13.80721,76.35377,-68.56609,118.85966,19.20965,9391.45642,-1790.22367,133.03578,1433.04656863301,0.934606090183248,23.28773,-226.237335294759,151.55517,116.85444,11.02645,"0"
"8137",382.59327,47.50229,9024.924,21.74156,0.24353,10.50028,42.27616,53.65081,218.41053,12.38088,278.64201,20959.923,55.9737,8.7906,142.3539,78721.41,29.62336,886.5396,17.12822,21.37827,29.52055,20.61886,5018.8668,297.68808,30.42686,-4.79863,8605.059,119.02017,14.90083,-0.14207,675.49275,79.3086,75.07269,21799.17,2.02114,17.28264,-28.70986,-205.39368,107.09076,6.59327,13928.409,-2230.7217,-4.45008,200.48088,0.08118,11.37251,26.95354,431.48805,136.73316,17.15112,"0"
"8139",350.98023,70.39794,16577.181,19.21188,1.83694,6.32132,79.18164,59.93899,242.18655,8.9228,314.68071,-28.67136,49.44933,29.87031,177.00708,65492.523,32.85242,578.29866,19.74711,109.65342,-14.93684,22.6173,7332.561,196.96947,34.47164,0.97209,8211.69,119.24787,11.25707,32.53598,492.81456,103.34889,40.68771,30376.974,5.28388,12.63839,16.29801,-247.23804,88.79886,6.28986,8877.747,2513.2284,53.80703,268.84194,0.45923,11.52907,14.53975,126.201,81.58698,22.83659,"1"
"8140",339.47778,120.37545,15.31486,14.28457,-1.58612,35.75089,85.18849,53.27426,242.33644,14.91596,315.37486,20162.92247,-69.16825,13.00294,113.84369,33760.98472,17.01155,236.94911,16.95035,67.69734,110.57286,17.65204,3312.88096,481.74245,31.12691,2.46183,237.02229,110.69581,7.33735,38.57888,506.02763,125.2292,40.70413,15953.91867,5.49366,30.21205,30.17027,-261.90183,66.69567,6.10498,11050.93717,267.70984,31.41344,378.29331,0.60498,10.31181,15.87633,198.008100981112,102.22706,15.21585,"1"
"8142",295.37382,354.70623,1767.3453,17.29927,0.66667,8.68303,67.02032,55.63277,234.03627,14.58881,305.72313,5888.1564,47.73979,39.66541,123.6135,19160.127,6.70318,546.36339,18.00003,134.48376,-134.86533,18.00003,2426.4954,194.00592,34.37435,-6.49052,5549.1387,104.32593,9.90447,-75.23415,430.28607,72.33684,116.12769,32460.36,2.52374,27.04496,36.3641,-109.51818,66.10476,8.00234,8426.004,-3011.712,110.67117,436.45812,0.66667,14.81092,-36.65632,257.91717,87.2229,11.38797,"0"
"8143",413.90892,237.00672,9017.127,18.42369,0,0.56539,37.50067,50.77441,237.78297,11.55074,284.36694,21087.366,-32.12129,27.85213,105.07044,31836.393,8.11268,2811.1704,17.00843,-13.18707,-93.33837,17.2017,3701.3877,192.16155,30.24884,-168.97479,9695.466,108.63015,18.24898,-60.29144,709.9203,51.75994,113.37597,28835.583,2.41739,14.91939,6.90304,-145.91844,91.63407,9.33432,10065.513,-4609.3932,13.71299,525.66891,0,16.16277,-15.38776,387.57093,249.10104,14.39989,"0"
"8144",354.22342,65.27317,6861.49397,19.37303,0.88158,15.60921,64.80887,57.35322,234.16092,12.31651,297.55134,26947.61611,59.09765,14.89565,122.39338,67300.519221282,33.93904,1215.73636,15.89083,70.83965,-10.16593,21.49321,3283.87549,335.40309,33.36686,-1.0163,7535.24592,110.89734,13.62244,-0.21492,473.61789,90.95939,58.6904,7924.1282,5.12362,22.16838,-19.67334,-219.14911,96.12885,5.52394,12522.20461,-3031.24868,-16.23553,251.68515,0.37052,8.99244,6.93857,177.5903,113.53552,19.1287,"0"
"8145",265.34088,19.29516,4251.3108,17.94407,0.69063,23.90609,68.41778,58.55795,207.11799,11.61615,269.64165,11460.21,57.39779,16.0138,215.79336,145660.38,77.2869,559.81632,15.57054,67.01114,21.06611,25.42767,13230.129,248.51247,34.04902,10.86233,253.8924,114.50757,9.4412,20.16256,585.44568,100.04103,17.91557,20514.045,5.38386,23.02682,-21.18755,-336.46194,95.66919,6.52121,12977.934,-554.85246,-3.00144,140.44881,0,13.07191,22.91449,262.13307,37.43285,16.63556,"1"
"8146",331.56156,78.39297,8502.18,22.38629,1.0073,9.64027,53.08867,60.72297,228.92337,8.84794,305.06625,5355.0417,64.77948,34.50524,159.57906,67501.941,34.52588,1571.4957,20.02007,-0.78548,-0.07267,20.02007,6262.4055,337.33617,32.31843,-4.79244,9062.046,105.14358,13.98802,-46.54788,385.46781,77.03505,75.80133,31479.249,11.51589,19.17206,-6.24328,-169.48677,118.61997,4.96353,9300.786,-1386.8103,15.95639,285.8739,0,7.94673,2.31469,100.43295,72.2223,15.13722,"0"
"8147",243.34989,97.26654,7027.719,18.31412,0,7.26694,83.07462,60.77768,249.57576,15.24106,298.59681,10639.179,65.01042,10.03536,182.49948,66247.176,27.63664,2482.9857,21.15078,12.87299,6.33953,20.28393,2300.9154,361.25433,28.43035,-18.89724,4541.8629,91.00272,22.35814,-63.43777,375.64428,23.76429,68.3828,29757.354,5.9654,17.7735,28.60954,-173.95728,113.03925,3.77007,7578.27,-4286.9769,91.23801,397.11846,0,8.13696,5.60037,101.37549,43.94507,9.47398,"0"
"8148",466.33995,161.03496,595.99854,15.44689,0.15718,11.97481,51.41507,49.89356,256.27704,13.22468,319.66458,17391.519,-7.27978,57.20128,117.5829,37744.035,13.94352,428.6832,16.03187,71.79036,-269.35737,20.58994,3029.0931,177.12576,32.48686,-293.02506,1162.719,109.12281,9.29616,-34.10318,520.00332,78.55443,120.46572,18833.136,1.64358,23.2806,11.46739,-155.0982,97.89582,10.30018,10742.541,-2504.1825,29.45948,1115.4678,0.4219640169556,15.17959,-74.76357,185.39955,86.37006,14.5808,"0"
"8149",305.53683,142.71408,14589.843,17.53821,0,0,115.15341,60.04332,223.40544,16.75844,289.42188,-60.80039,43.71605,2.73648,176.21565,41058.174,18.0297,506.40963,18.16805,128.71191,83.82327,23.77312,1789.8324,311.79375,30.25422,26.59157,106.20618,109.62306,9.12187,66.63723,379.17225,100.05414,72.88056,31178.892,3.8696,28.19485,-17.80517,-201.6663,79.19544,5.31189,7480.428,-1291.3557,144.96762,148.31274,0,12.57311,31.56964,110.64357,78.79248,14.79553,"0"
"8150",454.77916,195.53499,3236.20675,25.24421,1.75517,1.45949,90.20417,52.62081,251.15354,15.29832,314.05971,20781.66775,-56.64746,1.11795,123.20937,29616.71011,8.99021,2364.24282,19.54319,44.8035,158.10164,21.72312,1213.90237,275.79247,29.45527,87.80166,4778.75979,169.18433,16.89901,-1.0582,809.78969,35.66134,96.71638,11393.26971,-0.40484,23.88374,-125.72451610754,-160.25019,124.04354,3.28132,12084.26754,-3222.66612,-38.63972,334.95684,0.08624,6.04456,14.64896,329.25868,431.80948,13.70487,"0"
"8151",369.54795,65.69388,7232.33437,26.06795,-0.58847,5.97285,46.16114,54.22814,219.40092,12.34573,269.39582,12179.82288,-19.37795,30.50642,132.55277,57424.8081,15.40656,1009.8795,12.80515,31.64506,-58.58386,18.90326,6040.98922,206.53475,31.26026,-60.20816,11475.37169,129.91814,13.66343,2.62837,810.05881,48.90756,83.64959,26177.30515,0.52479,15.80089,-25.76084,-185.79392,91.02497,9.50202,14262.9837,-2454.65739,14.9814375160673,363.39599,0.0081983866567507,22.72372,-33.59423,459.21646,94.33191,12.20126,"0"
"8152",591.02916,156.02556,3936.4155,23.13687,0.45246,13.06177,65.80489,49.61155,291.63264,10.2799,307.63443,14181.225,-15.51493,62.73494,126.32865,34614.057,13.46556,1235.1966,17.8721,62.56741,-456.6627,23.98033,2262.3099,183.24606,33.14629,-526.925960970246,2015.8626,75.72267,11.52604,-130.19679,443.85147,66.53863,83.50035,29284.842,1.3016,27.72662,163.39821,-110.45865,57.46368,6.05441,6628.3953,-2433.9612,357.02877,1503.32000750038,0.967157755274379,12.28297,-115.28313,84.77616,8.67889,10.47061,"0"
"8153",433.15026,72.06084,16485.411,26.32543,0,0,46.55685,55.09857,232.49757,9.06846,269.22489,1230.2838,54.05315,32.27372,166.152,50344.125,14.96217,5268.6882,13.59314,57.50495,-91.84107,19.50319,3348.8598,138.84801,19.13073,-20.95316,13148.778,132.51657,12.47851,-15.9223,652.31772,39.9234,198.72897,30868.254,2.83691,11.48036,-34.88868,-86.89584,74.49309,7.75463,11391.624,-6001.827,-27.89829,286.79022,0,25.6266,-36.68792,401.09493,209.28528,17.87279,"0"
"8155",445.44537,172.2861,3395.6763,17.2934,0,13.55567,39.14729,49.47341,252.71595,14.67872,312.96813,19491.327,-36.84855,53.86471,100.64202,30595.083,11.49892,504.04017,14.14935,35.76374,-293.46804,25.32914,4721.7252,187.1142,32.09832,-477.9216,2430.3663,114.63177,10.57211,-10.01921,664.35615,80.29254,99.19026,15941.346,2.40023,23.54922,19.9784,-164.65815,94.89708,8.9956,8715.459,-1955.8119,-2.34755,1501.0605,0.458035512898751,15.28143,-74.00802,167.15871,292.89051,15.56385,"0"
"8157",303.28398,118.40055,7500.576,15.51362,2.12775,12.24336,41.09371,57.90059,246.83577,8.55986,318.62406,14919.387,50.49813,38.80401,118.25013,42451.767,24.00427,1142.2812,15.80618,48.76775,-55.48187,21.88549,4180.6893,288.35238,31.03261,-150.2751,8610.096,93.62679,10.92429,-63.44695,394.60272,75.65298,48.59677,26878.605,10.76145,27.70198,60.02165,-195.07542,64.75519,4.83509,8323.608,-2149.8261,97.89996,719.5803,0.15198,8.52605,-9.36123,91.27182,72.46242,14.62062,"0"
